1th_purchase_product_id,2th_purchase_product_id,3th_purchase_product_id,4th_purchase_product_id,5th_purchase_product_id,6th_purchase_product_id,label
22952,22436,22439,22737,22909,22909,1
22952,22436,22439,22737,22909,PADS,0
21213,22625,22624,21210,21217,21213,1
21213,22625,22624,21210,21217,84031A,0
22784,22465,21391,21386,22161,23220,1
22784,22465,21391,21386,22161,21992,0
22139,84859C,21932,84884A,22553,23357,1
22139,84859C,21932,84884A,22553,84050,0
22273,22150,22940,22751,22750,85066,1
22273,22150,22940,22751,22750,15036,0
23084,22794,21781,22424,22766,82581,1
23084,22794,21781,22424,22766,85025B,0
23103,22130,22144,22141,22386,22906,1
23103,22130,22144,22141,22386,22131,0
22910,85032B,22651,85232D,21731,22940,1
22910,85032B,22651,85232D,21731,21061,0
23102,23166,20970,22996,22999,23208,1
23102,23166,20970,22996,22999,84247E,0
21466,37343,21467,21471,21469,21034,1
21466,37343,21467,21471,21469,20719,0
22197,23109,21744,85048,21264,23337,1
22197,23109,21744,85048,21264,23529,0
22900,23580,16238,22197,22992,22646,1
22900,23580,16238,22197,22992,21943,0
23064,21931,22411,23581,85099B,21931,1
23064,21931,22411,23581,85099B,22106,0
22207,22114,22112,23355,22111,84029E,1
22207,22114,22112,23355,22111,22224,0
40016,22502,0,0,0,22502,1
40016,22502,0,0,0,21188,0
22791,22801,23444,23245,22791,22138,1
22791,22801,23444,23245,22791,90210B,0
22768,23155,0,0,0,21908,1
22768,23155,0,0,0,90039B,0
22423,22697,84755,23023,23174,22698,1
22423,22697,84755,23023,23174,79163,0
21890,21892,22620,23389,22629,20975,1
21890,21892,22620,23389,22629,90082A,0
22842,23133,22842,21528,21539,22842,1
22842,23133,22842,21528,21539,47589,0
21714,21870,21714,85066,21212,21928,1
21714,21870,21714,85066,21212,84711A,0
22966,85123A,22692,48138,48185,21500,1
22966,85123A,22692,48138,48185,84580,0
23243,23557,22660,22690,22692,21726,1
23243,23557,22660,22690,22692,21743,0
22750,22748,22745,22746,20971,22521,1
22750,22748,22745,22746,20971,90136,0
23084,21731,20936,20931,22811,21128,1
23084,21731,20936,20931,22811,21792,0
23082,85032C,85032B,22427,21340,21915,1
23082,85032C,85032B,22427,21340,21407,0
22423,22846,22551,22813,22423,22933,1
22423,22846,22551,22813,22423,23402,0
20724,22384,20727,20725,21218,20725,1
20724,22384,20727,20725,21218,84820,0
90200A,90122A,90064B,90064A,90200B,20972,1
90200A,90122A,90064B,90064A,90200B,37446,0
23084,23080,23183,22726,85048,22196,1
23084,23080,23183,22726,85048,22556,0
72128,22964,84380,72127,21621,84380,1
72128,22964,84380,72127,21621,21324,0
23209,23208,22692,21327,21328,22144,1
23209,23208,22692,21327,21328,PADS,0
22082,21394,84978,21400,21401,84978,1
22082,21394,84978,21400,21401,21615,0
21375,22726,21623,22785,21621,22851,1
21375,22726,21623,22785,21621,22478,0
23188,22633,35970,84347,23084,22419,1
23188,22633,35970,84347,23084,72127,0
23298,21212,21975,21977,22586,21506,1
23298,21212,21975,21977,22586,22192,0
21745,84789,22487,23065,23066,21745,1
21745,84789,22487,23065,23066,84970L,0
84755,0,0,0,0,84755,1
84755,0,0,0,0,23439,0
23080,23182,23348,22379,21770,21935,1
23080,23182,23348,22379,21770,23559,0
84879,22601,22158,22581,22577,82484,1
84879,22601,22158,22581,22577,23002,0
47503A,35817P,21559,21558,21096,21801,1
47503A,35817P,21559,21558,21096,23247,0
90175C,75049L,47566,23132,82600,90058A,1
90175C,75049L,47566,23132,82600,23546,0
85099B,22774,22771,22083,22085,20723,1
85099B,22774,22771,22083,22085,23184,0
22326,23365,23084,21591,23270,23440,1
22326,23365,23084,21591,23270,84462,0
22928,23301,84792,22826,22097,23356,1
22928,23301,84792,22826,22097,21311,0
22989,22906,22423,22801,84993A,85231B,1
22989,22906,22423,22801,84993A,22229,0
84032A,47591D,22045,21500,22784,20713,1
84032A,47591D,22045,21500,22784,21744,0
84356,20749,22491,16237,21682,23203,1
84356,20749,22491,16237,21682,20654,0
22246,20704,46000U,20835,21927,23000,1
22246,20704,46000U,20835,21927,20857,0
22860,22975,21955,22977,22148,22813,1
22860,22975,21955,22977,22148,85200,0
85032C,22427,22622,21790,22635,22151,1
85032C,22427,22622,21790,22635,23135,0
22470,21985,22753,21982,22754,22154,1
22470,21985,22753,21982,22754,84689,0
22147,84596B,84378,22586,23282,85132B,1
22147,84596B,84378,22586,23282,84789,0
21539,22461,84978,21843,21539,82484,1
21539,22461,84978,21843,21539,23061,0
POST,20979,22943,71459,23360,23209,1
POST,20979,22943,71459,23360,22417,0
21191,21204,21621,85049A,21187,21467,1
21191,21204,21621,85049A,21187,21826,0
23032,21650,21169,22413,21174,21650,1
23032,21650,21169,22413,21174,71143,0
23283,21206,48116,48138,84077,22950,1
23283,21206,48116,48138,84077,85163B,0
23300,22523,23174,22469,85123A,22698,1
23300,22523,23174,22469,85123A,16238,0
21794,84832,22469,23251,23252,23298,1
21794,84832,22469,23251,23252,22965,0
22215,20685,48188,22215,21122,22318,1
22215,20685,48188,22215,21122,47566,0
22385,22723,22665,22721,23197,84077,1
22385,22723,22665,22721,23197,21879,0
23082,22909,22734,23371,21918,22256,1
23082,22909,22734,23371,21918,84086B,0
23093,23118,22487,23083,23108,21537,1
23093,23118,22487,23083,23108,84840,0
22507,22180,22426,21844,21340,23108,1
22507,22180,22426,21844,21340,90082A,0
84050,22900,21355,85206A,22228,22086,1
84050,22900,21355,85206A,22228,22352,0
22639,21314,15039,85035C,85035A,21314,1
22639,21314,15039,85035C,85035A,20868,0
22428,82482,21280,22456,22488,23328,1
22428,82482,21280,22456,22488,90200A,0
21452,22138,22619,21481,22138,21481,1
21452,22138,22619,21481,22138,23107,0
21313,22030,22960,22722,22423,21326,1
21313,22030,22960,22722,22423,84631,0
21915,23078,22380,22664,21914,21914,1
21915,23078,22380,22664,21914,22655,0
85040A,22666,0,0,0,22666,1
85040A,22666,0,0,0,23353,0
22727,22937,22961,22966,22965,23083,1
22727,22937,22961,22966,22965,23128,0
21108,85099B,21080,21929,22356,21259,1
21108,85099B,21080,21929,22356,85053,0
84879,84801A,84804A,21136,0,35819B,1
84879,84801A,84804A,21136,0,84568,0
22556,23480,21790,23509,21890,22037,1
22556,23480,21790,23509,21890,23043,0
47594A,22371,0,0,0,47594A,1
47594A,22371,0,0,0,20735,0
23502,22860,21479,21481,23358,23243,1
23502,22860,21479,21481,23358,85214,0
21677,21114,22196,22151,85123A,22178,1
21677,21114,22196,22151,85123A,21725,0
21162,21158,37370,21163,22712,23119,1
21162,21158,37370,21163,22712,23088,0
22423,84596E,84596B,84596F,84596G,21986,1
22423,84596E,84596B,84596F,84596G,72811,0
23008,20719,20723,22661,22635,22492,1
23008,20719,20723,22661,22635,BANK CHARGES,0
22755,22867,84508B,21982,84508B,22654,1
22755,22867,84508B,21982,84508B,23388,0
22247,22595,21369,22767,22766,22961,1
22247,22595,21369,22767,22766,85204,0
20679,15056N,15056BL,46000S,22423,23161,1
20679,15056N,15056BL,46000S,22423,22804,0
22961,23144,22457,23061,84836,23119,1
22961,23144,22457,23061,84836,21507,0
21754,22666,84970L,23145,21523,21216,1
21754,22666,84970L,23145,21523,90192,0
23344,23298,21621,23200,23203,23203,1
23344,23298,21621,23200,23203,84251C,0
21790,21917,15036,22499,21212,22624,1
21790,21917,15036,22499,21212,90018A,0
84879,22671,22460,22197,22456,23082,1
84879,22671,22460,22197,22456,23486,0
22992,23702,0,0,0,23494,1
22992,23702,0,0,0,23229,0
23380,22909,23374,22457,21232,23301,1
23380,22909,23374,22457,21232,90014A,0
22720,22978,22193,23191,22466,23298,1
22720,22978,22193,23191,22466,22744,0
23354,23437,23320,23438,22992,23168,1
23354,23437,23320,23438,22992,23553,0
22741,85099B,82482,21936,22350,84945,1
22741,85099B,82482,21936,22350,84678,0
22423,22423,23173,23161,22699,23175,1
22423,22423,23173,23161,22699,22984,0
23188,22089,47566B,47566,22605,22959,1
23188,22089,47566B,47566,22605,22149,0
21933,22578,22632,23084,22231,22637,1
21933,22578,22632,23084,22231,23495,0
21135,21422,21136,71459,85015,21422,1
21135,21422,21136,71459,85015,84661A,0
21463,22722,22950,22952,22993,15034,1
21463,22722,22950,22952,22993,72369A,0
46126A,84832,22695,82600,21166,84879,1
46126A,84832,22695,82600,21166,23171,0
20727,20725,22569,23275,22570,22865,1
20727,20725,22569,23275,22570,16011,0
M,21626,22083,22053,22084,22728,1
M,21626,22083,22053,22084,23117,0
22139,21864,21677,22059,37448,22891,1
22139,21864,21677,22059,37448,71053,0
85048,22158,22575,21820,21804,21804,1
85048,22158,22575,21820,21804,23226,0
22356,20724,20719,35471D,22161,22355,1
22356,20724,20719,35471D,22161,21588,0
85183A,23082,22782,20749,22277,21166,1
85183A,23082,22782,20749,22277,22125,0
21258,22726,23285,23288,23287,22895,1
21258,22726,23285,23288,23287,84711A,0
21080,20761,22457,22910,21733,21908,1
21080,20761,22457,22910,21733,84689,0
21361,21673,21670,21668,21671,22469,1
21361,21673,21670,21668,21671,22441,0
22151,22295,85040A,47566,84879,85032B,1
22151,22295,85040A,47566,84879,84913B,0
23066,22856,22306,22945,23414,23065,1
23066,22856,22306,22945,23414,84031B,0
22469,75049L,22855,47566,85099B,75049L,1
22469,75049L,22855,47566,85099B,21439,0
23504,23507,23506,23583,23501,51014A,1
23504,23507,23506,23583,23501,22265,0
22297,22212,84926E,84926A,85015,22424,1
22297,22212,84926E,84926A,85015,72812,0
23318,22910,21136,23319,22809,22150,1
23318,22910,21136,23319,22809,90204,0
23546,22829,23080,23208,23207,22712,1
23546,22829,23080,23208,23207,21067,0
85123A,21539,85066,20914,21218,21216,1
85123A,21539,85066,20914,21218,21011,0
23162,22698,22697,22699,23175,23175,1
23162,22698,22697,22699,23175,23025,0
23118,23156,22607,21623,22413,23110,1
23118,23156,22607,21623,22413,84595E,0
22917,21714,21385,22294,22294,84754,1
22917,21714,21385,22294,22294,22760,0
23343,22197,23298,22911,23328,21537,1
23343,22197,23298,22911,23328,84907,0
21479,23415,22479,85111,21326,21123,1
21479,23415,22479,85111,21326,20932,0
21523,20685,22690,22366,48138,48187,1
21523,20685,22690,22366,48138,23436,0
85183A,84077,22469,23322,23332,46000S,1
85183A,84077,22469,23322,23332,22441,0
84836,21390,85015,22423,22805,84879,1
84836,21390,85015,22423,22805,90100,0
21733,85123A,0,0,0,85123A,1
21733,85123A,0,0,0,85135C,0
23321,85036C,84510C,21162,22493,84836,1
23321,85036C,84510C,21162,22493,82484,0
37340,84857C,21382,85212,20996,85130C,1
37340,84857C,21382,85212,20996,23537,0
23144,23398,22557,23398,23399,22555,1
23144,23398,22557,23398,23399,21289,0
22554,20677,79321,22197,23533,85099B,1
22554,20677,79321,22197,23533,22962,0
23392,23247,21121,22910,22983,22898,1
23392,23247,21121,22910,22983,21132,0
84968F,20675,21243,21245,21240,84816,1
84968F,20675,21243,21245,21240,72799E,0
23243,22989,22692,22655,23299,23198,1
23243,22989,22692,22655,23299,85049H,0
22514,21581,22457,22456,22517,84949,1
22514,21581,22457,22456,22517,22621,0
22371,84725,22189,22766,22844,22296,1
22371,84725,22189,22766,22844,22523,0
22294,23144,21232,22644,22297,22897,1
22294,23144,21232,22644,22297,22845,0
21078,22907,22178,0,0,47504K,1
21078,22907,22178,0,0,22586,0
22957,22914,22858,21135,84879,85035C,1
22957,22914,22858,21135,84879,20766,0
20713,21931,20711,20725,85099B,22411,1
20713,21931,20711,20725,85099B,16045,0
23067,23055,23068,22822,84832,82494L,1
23067,23055,23068,22822,84832,20936,0
22766,22423,82483,21462,23301,22866,1
22766,22423,82483,21462,23301,90011B,0
22762,22171,22762,22763,22423,22169,1
22762,22171,22762,22763,22423,21286,0
21801,22338,23349,23351,23352,22791,1
21801,22338,23349,23351,23352,22513,0
22610,22992,22376,16012,22353,22748,1
22610,22992,22376,16012,22353,22486,0
22900,22046,22974,22951,22949,23127,1
22900,22046,22974,22951,22949,22980,0
22147,22150,22487,22557,23208,22144,1
22147,22150,22487,22557,23208,22328,0
22693,22271,20972,23199,22149,22049,1
22693,22271,20972,23199,22149,20934,0
21260,21792,21218,21408,22622,22077,1
21260,21792,21218,21408,22622,21051,0
23543,20914,21756,23245,22269,22423,1
23543,20914,21756,23245,22269,21581,0
22558,22149,22952,23268,79321,23167,1
22558,22149,22952,23268,79321,20733,0
22419,22585,22753,20985,23192,22283,1
22419,22585,22753,20985,23192,21993,0
22767,22766,22427,72807B,71053,22169,1
22767,22766,22427,72807B,71053,22813,0
23040,23042,23178,23206,23182,22824,1
23040,23042,23178,23206,23182,23526,0
22487,23112,84970S,23112,23093,90010A,1
22487,23112,84970S,23112,23093,21896,0
22029,47590B,85048,23234,22818,22120,1
22029,47590B,85048,23234,22818,21332,0
85123A,22625,23163,47504K,22423,90183A,1
85123A,22625,23163,47504K,22423,22133,0
23483,0,0,0,0,23177,1
23483,0,0,0,0,23251,0
23245,22178,22560,22698,22697,23170,1
23245,22178,22560,22698,22697,23198,0
23210,22722,23189,47590B,47590A,22077,1
23210,22722,23189,47590B,47590A,22815,0
22849,22627,22706,22708,22045,22847,1
22849,22627,22706,22708,22045,22729,0
22149,22570,22909,22943,85049A,23381,1
22149,22570,22909,22943,85049A,22281,0
71477,22427,22093,22662,22278,22609,1
71477,22427,22093,22662,22278,21222,0
22191,22634,22426,84945,72760B,84945,1
22191,22634,22426,84945,72760B,15056N,0
POST,22193,21675,21676,21677,22572,1
POST,22193,21675,21676,21677,22754,0
22423,22798,22637,0,0,22191,1
22423,22798,22637,0,0,21033,0
22360,22192,22360,22114,22360,22197,1
22360,22192,22360,22114,22360,22405,0
23355,23284,22971,23301,21210,22866,1
23355,23284,22971,23301,21210,21945,0
20686,20685,21889,23215,23035,22435,1
20686,20685,21889,23215,23035,16008,0
22961,21975,23435,23340,84991,22940,1
22961,21975,23435,23340,84991,23229,0
23169,21218,22139,22960,21156,23014,1
23169,21218,22139,22960,21156,22458,0
85099B,23202,23203,20723,23208,22274,1
85099B,23202,23203,20723,23208,20772,0
23127,23234,22418,22619,23295,22960,1
23127,23234,22418,22619,23295,23241,0
22625,23174,23580,21788,21789,21918,1
22625,23174,23580,21788,21789,23053,0
22577,22578,23434,22595,23397,22919,1
22577,22578,23434,22595,23397,21293,0
21232,23168,23238,82001S,21429,15036,1
21232,23168,23238,82001S,21429,21377,0
22112,21914,21791,21889,22523,85123A,1
22112,21914,21791,21889,22523,21159,0
22090,22553,21080,21212,84991,21790,1
22090,22553,21080,21212,84991,21373,0
85123A,22139,35961,22619,21745,22457,1
85123A,22139,35961,22619,21745,23497,0
22653,22654,20967,20969,20970,22654,1
22653,22654,20967,20969,20970,21655,0
22960,22277,21974,22722,22086,23354,1
22960,22277,21974,22722,22086,21586,0
22417,21467,22666,21974,21977,20801,1
22417,21467,22666,21974,21977,21159,0
23306,22080,23318,23320,22732,23399,1
23306,22080,23318,23320,22732,23229,0
22974,22250,22248,22249,22951,22432,1
22974,22250,22248,22249,22951,20977,0
22502,22424,21977,22417,21671,22138,1
22502,22424,21977,22417,21671,21400,0
22139,21340,22039,23436,23375,22039,1
22139,21340,22039,23436,23375,23166,0
23239,22691,84946,48187,84832,22573,1
23239,22691,84946,48187,84832,23350,0
23316,22193,23295,23294,23293,22041,1
23316,22193,23295,23294,23293,85183B,0
22669,22668,47566B,22090,21621,22668,1
22669,22668,47566B,22090,21621,15039,0
85227,22740,22810,23204,22809,22386,1
85227,22740,22810,23204,22809,37491B,0
22084,21212,22457,84212,79160,48138,1
22084,21212,22457,84212,79160,21933,0
22665,21623,22138,M,22906,21980,1
22665,21623,22138,M,22906,90104,0
22139,23197,22588,23133,22832,21754,1
22139,23197,22588,23133,22832,71403,0
22333,21239,22334,20749,15036,47599B,1
22333,21239,22334,20749,15036,90039A,0
20749,22169,22580,22768,22780,22154,1
20749,22169,22580,22768,22780,23342,0
84078A,22178,84347,23374,84947,22423,1
84078A,22178,84347,23374,84947,84358,0
47566,22457,22693,22969,22023,47504K,1
47566,22457,22693,22969,22023,20662,0
22425,21976,85059,22424,22331,85032A,1
22425,21976,85059,22424,22331,21821,0
22699,22697,22698,22699,22697,22699,1
22699,22697,22698,22699,22697,21559,0
23311,23394,23313,23322,22945,85032D,1
23311,23394,23313,23322,22945,21642,0
37446,37449,22296,22970,22971,37449,1
37446,37449,22296,22970,22971,21706,0
21933,35966,21262,22723,35598D,22689,1
21933,35966,21262,22723,35598D,20653,0
22788,22184,71279,22761,22769,22761,1
22788,22184,71279,22761,22769,20707,0
22055,37449,22055,37449,0,21109,1
22055,37449,22055,37449,0,20974,0
22709,47566,22851,85123A,22087,47566B,1
22709,47566,22851,85123A,22087,21163,0
22303,20725,21175,22302,22652,22439,1
22303,20725,21175,22302,22652,75011,0
21993,22161,35651,35923,22457,23213,1
21993,22161,35651,35923,22457,23297,0
82494L,16169E,23370,23319,22086,23231,1
82494L,16169E,23370,23319,22086,37489B,0
21395,21403,21401,21394,22348,22115,1
21395,21403,21401,21394,22348,22805,0
22759,20685,22585,23512,23515,22045,1
22759,20685,22585,23512,23515,84805A,0
21907,21829,22558,20914,21166,85099B,1
21907,21829,22558,20914,21166,47594A,0
22273,22149,22319,84997A,22303,22492,1
22273,22149,22319,84997A,22303,15058B,0
20727,23313,23300,23301,16169E,22112,1
20727,23313,23300,23301,16169E,21942,0
23324,23318,22941,23240,23319,23324,1
23324,23318,22941,23240,23319,21617,0
21497,35970,23100,23221,23223,21155,1
21497,35970,23100,23221,23223,22389,0
46775D,22767,22768,22771,21080,22827,1
46775D,22767,22768,22771,21080,84674,0
22960,21216,21843,21533,21531,22692,1
22960,21216,21843,21533,21531,84033,0
21790,22844,22699,22698,22697,23172,1
21790,22844,22699,22698,22697,90178B,0
23211,22144,22311,22138,23194,84347,1
23211,22144,22311,22138,23194,84712B,0
22456,22189,22156,75049L,22624,22457,1
22456,22189,22156,75049L,22624,21845,0
22993,22978,22690,22693,84813,85014B,1
22993,22978,22690,22693,84813,47021G,0
22469,22403,21314,22577,22578,23318,1
22469,22403,21314,22577,22578,23029,0
22222,22219,23354,23351,23352,23494,1
22222,22219,23354,23351,23352,22919,0
10135,90027A,21198,22222,82613D,72807C,1
10135,90027A,21198,22222,82613D,85049B,0
20914,21533,22199,22784,22971,21294,1
20914,21533,22199,22784,22971,22074,0
21495,85014A,85014B,23002,22994,85014B,1
21495,85014A,85014B,23002,22994,90040B,0
22626,22728,23201,22691,22722,23235,1
22626,22728,23201,22691,22722,22441,0
22115,84926D,85116,21520,22029,21179,1
22115,84926D,85116,21520,22029,23559,0
23172,23170,22285,21877,84879,21078,1
23172,23170,22285,21877,84879,84569B,0
21668,21672,21670,21669,82486,21670,1
21668,21672,21670,21669,82486,85131D,0
23196,23244,22192,82482,82486,82483,1
23196,23244,22192,82482,82486,84306,0
71477,71477,22780,22029,85099F,84012,1
71477,71477,22780,22029,85099F,22286,0
22630,22635,85135C,22629,22634,21706,1
22630,22635,85135C,22629,22634,84609,0
22492,22149,22645,21231,22646,21754,1
22492,22149,22645,21231,22646,21790,0
21080,82482,85123A,22114,84029E,22138,1
21080,82482,85123A,22114,84029E,90205C,0
22273,85048,23129,23273,23274,23256,1
22273,85048,23129,23273,23274,22950,0
23173,23245,21232,22423,21787,85099C,1
23173,23245,21232,22423,21787,84688,0
22230,51014A,51014L,51014C,84012,51014C,1
22230,51014A,51014L,51014C,84012,20724,0
21915,85206A,21429,22751,22750,22145,1
21915,85206A,21429,22751,22750,22021,0
22592,22423,84745B,22265,35912B,22866,1
22592,22423,84745B,22265,35912B,84637,0
82486,85066,48187,48194,22762,22166,1
82486,85066,48187,48194,22762,20974,0
23462,22699,22784,23458,82483,22697,1
23462,22699,22784,23458,82483,23060,0
22383,22662,22255,47310M,22379,23239,1
22383,22662,22255,47310M,22379,21058,0
20724,82581,21902,23301,23302,23321,1
20724,82581,21902,23301,23302,23025,0
23515,23511,23517,23520,23518,22558,1
23515,23511,23517,23520,23518,21468,0
21626,22084,22499,0,0,23313,1
21626,22084,22499,0,0,84970L,0
22144,23352,23320,23319,85049A,23256,1
22144,23352,23320,23319,85049A,23154,0
84968A,21408,20677,22701,21239,21408,1
84968A,21408,20677,22701,21239,23414,0
22134,22135,22389,22393,84926F,20866,1
22134,22135,22389,22393,84926F,23307,0
23110,47590B,22427,21930,23067,22457,1
23110,47590B,22427,21930,23067,21280,0
23308,23307,21976,23049,22088,23308,1
23308,23307,21976,23049,22088,22719,0
22197,22617,22475,22472,22630,22970,1
22197,22617,22475,22472,22630,21684,0
72349B,72351B,84879,21314,0,84755,1
72349B,72351B,84879,21314,0,21830,0
82482,22423,23199,21928,20711,23172,1
82482,22423,23199,21928,20711,23455,0
23411,22720,20728,22666,23201,22666,1
23411,22720,20728,22666,23201,21973,0
21494,22910,21616,21791,21912,22910,1
21494,22910,21616,21791,21912,22338,0
22559,21718,21878,21716,21932,22309,1
22559,21718,21878,21716,21932,23078,0
22118,21495,23284,48116,22365,22435,1
22118,21495,23284,48116,22365,21245,0
22729,22990,21246,21669,22485,23182,1
22729,22990,21246,21669,22485,22066,0
22279,22341,22508,85078,21577,85123A,1
22279,22341,22508,85078,21577,84849A,0
22768,23232,21326,21755,84879,47590B,1
22768,23232,21326,21755,84879,90174,0
22430,84792,22910,85130A,22834,22427,1
22430,84792,22910,85130A,22834,84247L,0
22810,23404,22123,22943,22190,22439,1
22810,23404,22123,22943,22190,84658,0
21889,22147,21915,22117,85152,84247E,1
21889,22147,21915,22117,85152,84819,0
23208,21932,22384,21871,23209,22613,1
23208,21932,22384,21871,23209,35597D,0
22993,22093,23367,21175,22960,85049G,1
22993,22093,23367,21175,22960,22672,0
21888,22746,21705,21703,22748,23229,1
21888,22746,21705,21703,22748,22287,0
22691,48188,48138,82551,23356,82484,1
22691,48188,48138,82551,23356,22278,0
22312,21650,84659A,21640,22419,82600,1
22312,21650,84659A,21640,22419,22629,0
21731,21672,21668,21673,21671,21668,1
21731,21672,21668,21673,21671,22197,0
22622,84879,21430,82484,22687,22666,1
22622,84879,21430,82484,22687,44234,0
22594,22595,23213,23212,21389,22792,1
22594,22595,23213,23212,21389,22997,0
23301,23322,85099C,23200,23094,21928,1
23301,23322,85099C,23200,23094,21671,0
21272,82482,85123A,21843,22423,22804,1
21272,82482,85123A,21843,22423,84228,0
22736,22561,23250,23249,23251,23091,1
22736,22561,23250,23249,23251,90104,0
22413,21326,21165,21164,23148,21166,1
22413,21326,21165,21164,23148,22580,0
22768,23090,23467,23335,21351,20749,1
22768,23090,23467,23335,21351,90154,0
22800,22106,23007,23010,22798,84949,1
22800,22106,23007,23010,22798,20847,0
22847,22349,22852,22853,22845,22865,1
22847,22349,22852,22853,22845,23425,0
21625,23298,23160,23163,23173,23162,1
21625,23298,23160,23163,23173,22799,0
22092,72349B,48184,21115,82484,23031,1
22092,72349B,48184,21115,82484,23306,0
21143,35610A,21820,35833P,35817P,21189,1
21143,35610A,21820,35833P,35817P,22452,0
82483,22665,22721,23109,23173,23395,1
82483,22665,22721,23109,23173,23147,0
22307,20718,21742,21592,22809,23320,1
22307,20718,21742,21592,22809,22930,0
23207,22953,21915,23301,85132C,M,1
23207,22953,21915,23301,85132C,22379,0
23445,21915,22622,21891,23256,23201,1
23445,21915,22622,21891,23256,23462,0
16008,23275,23182,23349,23350,23002,1
16008,23275,23182,23349,23350,84228,0
23494,22722,23079,23254,23236,23079,1
23494,22722,23079,23254,23236,90027D,0
22501,23167,23166,0,0,23397,1
22501,23167,23166,0,0,23534,0
23310,23190,84077,22212,22560,16162M,1
23310,23190,84077,22212,22560,21949,0
23556,22603,23568,21231,21877,22144,1
23556,22603,23568,21231,21877,23126,0
17012C,21534,21530,21847,90123A,85061W,1
17012C,21534,21530,21847,90123A,84875D,0
22853,22916,23240,22716,23505,21360,1
22853,22916,23240,22716,23505,21735,0
21654,21530,23412,23112,17091J,22138,1
21654,21530,23412,23112,17091J,90114,0
22423,22383,23054,23208,22662,20727,1
22423,22383,23054,23208,22662,15044D,0
46000S,22745,20975,20974,20973,22891,1
46000S,22745,20975,20974,20973,84279P,0
48173C,21166,22413,21181,0,82583,1
48173C,21166,22413,21181,0,22892,0
22633,22998,84029G,22970,23505,23355,1
22633,22998,84029G,22970,23505,22938,0
85123A,20914,85123A,22999,84818,20914,1
85123A,20914,85123A,22999,84818,21063,0
21733,84929,85150,21733,72780,10133,1
21733,84929,85150,21733,72780,22667,0
22562,22796,22629,22659,22631,23193,1
22562,22796,22629,22659,22631,23132,0
21034,21034,22749,85014A,22634,22621,1
21034,21034,22749,85014A,22634,23368,0
22952,21393,22174,22745,20665,21121,1
22952,21393,22174,22745,20665,22746,0
21485,48187,21669,21673,21668,22554,1
21485,48187,21669,21673,21668,21619,0
21137,22041,22041,82001S,21137,22041,1
21137,22041,22041,82001S,21137,23455,0
23076,21555,47580,84050,22499,21277,1
23076,21555,47580,84050,22499,21875,0
22111,22784,22556,22557,22555,22075,1
22111,22784,22556,22557,22555,21055,0
21843,22629,21539,22200,20675,21843,1
21843,22629,21539,22200,20675,22871,0
23322,0,0,0,0,35970,1
23322,0,0,0,0,84968A,0
84946,84946,21693,85123A,22624,84946,1
84946,84946,21693,85123A,22624,BANK CHARGES,0
22423,84946,22457,22423,23087,22047,1
22423,84946,22457,22423,23087,84678,0
20754,22799,22393,22090,22107,21462,1
20754,22799,22393,22090,22107,22852,0
35970,23310,23433,23483,23528,22492,1
35970,23310,23433,23483,23528,84661A,0
22797,23110,0,0,0,47566B,1
22797,23110,0,0,0,23326,0
23188,23306,22624,21888,22654,22457,1
23188,23306,22624,21888,22654,35610A,0
21747,22925,16225,21481,21221,22607,1
21747,22925,16225,21481,21221,22998,0
84356,72800B,72800C,72800E,72799C,23320,1
84356,72800B,72800C,72800E,72799C,21110,0
23025,23294,23245,21210,23293,23343,1
23025,23294,23245,21210,23293,21411,0
23322,22268,21756,22470,23323,85123A,1
23322,22268,21756,22470,23323,23359,0
20725,22492,22961,22964,22966,21705,1
20725,22492,22961,22964,22966,23010,0
85187,21430,84916,84820,84509G,22077,1
85187,21430,84916,84820,84509G,22716,0
85230G,85230B,22209,47566,22927,22927,1
85230G,85230B,22209,47566,22927,48194,0
22670,85123A,82483,82486,82484,84946,1
22670,85123A,82483,82486,82484,84809A,0
22175,47591D,21899,23180,37500,23329,1
22175,47591D,21899,23180,37500,22051,0
23169,23169,23169,82580,47566,23169,1
23169,23169,23169,82580,47566,22178,0
21041,85123A,22710,22139,22165,22699,1
21041,85123A,22710,22139,22165,21733,0
79321,0,0,0,0,79321,1
79321,0,0,0,0,21041,0
23268,22573,22581,22601,0,22601,1
23268,22573,22581,22601,0,17164B,0
23311,20772,84086C,21934,21935,20772,1
23311,20772,84086C,21934,21935,85199L,0
22774,84945,20750,20665,71459,82483,1
22774,84945,20750,20665,71459,84029E,0
22460,23293,22333,22161,21391,22571,1
22460,23293,22333,22161,21391,23479,0
82578,82580,22469,82581,0,22469,1
82578,82580,22469,82581,0,21716,0
21745,21670,21136,84879,82551,22394,1
21745,21670,21136,84879,82551,21833,0
84821,21294,22382,20728,22383,21121,1
84821,21294,22382,20728,22383,37340,0
22584,22582,22220,22086,23187,85150,1
22584,22582,22220,22086,23187,22362,0
16045,22610,10133,16054,22209,23207,1
16045,22610,10133,16054,22209,85168B,0
84978,22919,23084,22863,22961,23041,1
84978,22919,23084,22863,22961,23346,0
21868,21875,37370,22781,22467,23328,1
21868,21875,37370,22781,22467,84569B,0
22228,22267,23148,35967,22076,84926E,1
22228,22267,23148,35967,22076,22867,0
22423,22902,22698,22697,22699,84032B,1
22423,22902,22698,22697,22699,21713,0
23427,21314,23355,23104,22423,23404,1
23427,21314,23355,23104,22423,23562,0
